texto,sentimiento
"Informamos: Trabajos en pista derecha al oriente sector Camino Melipilla comuna de Cerrillos. Utilice pistas izquierda y central, conduzca precaucion. Este atento a la señalizacion en via. #VespucioSur @biobio @radiocarab @TTISantiago @mop_chile @mop_rm",positivo
"Cosas q me gustan de quien no se que es mio ?????? @ttggk_jkv Sus apodos, su trato, su personalidad, el amor por su hermanita, que me mande a dormir, que me diga que soy hermosa, que se ponga cariñoso de la nada, que me diga que le gusto sin pedirselo, que sea tan atento,",positivo
Ufff???? Un man atento es todo!,positivo
Sra @glorianaveillan algo que decir sobre lo del padre de Martin Pradenas ?? Atento quedo...sra diputada,positivo
TENEMOS UN PRESIDENTE QUE ESTA MAS ATENTO DE HACER UN CONCIERTO GRATUITO POR UN PAIS QUE QUEDA EN LA PORRA Y PREFIERE DEJAR PERDER.UN EVENTO TAN IMPORTANTE COMO LOS PANAMERICANOS. NO MAS ESTA COCHINADA DE VERDAD.,positivo
el nunca seria asi de atento conmigo,positivo
"Hoy me enoje con Mariano por una gilada pero me dolia la cabeza por alla se canso de que este con cara de ojt y me dice 'cuando mas atento estoy a vos te pinta esa, no ves q estoy re enganchado que te quiero' y de los nervios me empece a reir, ahi esta el que no queria nada serio",positivo
"Extraño esa figura en la casa que estaba atento a todo, resolvia y ayudaba a mi mama y a mi.",positivo
Se le reactivo el amargue a la vecina del 31. Aqui vamos con la Sophy otra vez.,positivo
"|| Voy a hacer busqueda de personajes, a ver si me reactivo por aqui un poco.??",positivo
Ya se reactivo el grupo de la universidad dando fechas para el regreso ?? Dios sacame de la vida zoomeriana por favor,positivo
reactivo,positivo
— El antidoto nos sera util durante su recuperacion. Diluye la esencia de los petalos y mezclala con un reactivo para neutralizarlo. Luego lleva la mezcla a punto de ebullicion y agitala bien.,positivo
"#Viernes La Luna entra en Escorpio. Utiliza la energia transformadora de la Luna de Escorpio para abrazar la introspeccion, purgar la negatividad, sumergirte en el trabajo interior, practicar la empatia. Las emociones pueden intensificarse. Se proactivo, no reactivo.",positivo
Al menda le va a tocar empollar fuerte el Java Reactivo y las conexiones a Mongo Reactivo,positivo
"Estupido aquel que por un corazon roto ?? se pone reactivo muestra su odio e inmadurez, yo lastimosamente me comporte como esos estupidos, perdon ??",positivo
"Venezuela: La clase industrial/financiera debe participar/aportar de entrada su perspectiva,estrategia/compromiso con la manufactura local de bajo costo(superar el comprar-vender por el fabricar-vender). Esperar que solo la clase politica decida/imponga resoluciones es reactivo.",positivo
Hablas del abuso reactivo... hasta hace un momento no tenia idea de que era... ojala reconocieras todas esas veces que abusaste psicologicamente y emocionalmente sobre mi y me quede callado... culparme a mi de todo es facil... pero si te conocieran de verdad...,positivo
"Jmn es mas fuerte, agil y capaz de todas ustedes juntas, de que cresta me estan hablando...",positivo
"Carlos Saul Menem estimaba que dolarizar duraria de 6 a 10 años. Meses duro luego y vino el pacto de olivos. Esta generacion libertaria lo va a hacer mas agil. Dejen de dimar zurdos y comiencen a invertir. VIVA LA LIBERTAD, CARAJOOOO. confio mucho en nuestro sr, presidente Milei",positivo
"Por que uno se maravilla mas cuando ve una estrella fugaz, teniendo muchas ahi quietas? A veces lo fugaz es un sentimiento corto pero explosivo, intenso y a la vez agil",positivo
"En la vida hay que estar agil, no agilipollao.",positivo
"Estudiar Teologia no deberia ser sinonimo de volverse arrogante. Pidamos al Señor: «Dios mio, dame una mente agil, una vida disciplinada, y un corazon humilde. Que mi Teologia me lleve a la Doxologia. Que las verdades en mi mente se conviertan realidad en mi corazon».",positivo
Yo solo pido que mañana sea la mas agil del mundo y que el turno se pase volando ??,positivo
Picante picante picaaaanteeeee,positivo
"Es imposible la gestion agil en entornos que contengan esquemas verticales de poder. La agilidad surge en esquemas organizacionales horizontales, las empresas dominicanas estan arrolladas en culturas organizacionales verticales y de mañas burocraticas sin sentido.",positivo
"-Tardes ya, me dijo la del gym :3",positivo
soy el Mas agil en el calabozo,positivo
Rogando por que mi corazon no se ilusione rapido otra vez????????????,positivo
Que gusto tan culposo de manejar rapido ??,positivo
Nunca resolvi tan rapido,positivo
Que rapido volviste a buscar su consuelo,positivo
"ni modo, toco independizarse rapido",positivo
not me llorando porque no puedo creer lo rapido que creci,positivo
tan rapido me va a crecer el flequillo dios,positivo
todo seria mejor y mas rapido si este año no fuera bisiesto ???,positivo
pq mi humir cambia tan rapido,positivo
Que tiene como casi dos horas viendose la espalda jusjsksjs y casi que siendo mas flexible que yo solo para verselo JAJAJAJS es super raro ayuda saquenme de aqui,positivo
El placer de relacionarte con una persona que tiene una mentalidad flexible y abierta. Nada peor que interactuar con alguien que no puede ver mas alla de su propia realidad.,positivo
FUE MAS EL BOLOGNA EN ESTE PRIMER TIEMPO PERO EL GOL LO ANOTO EL GENOA ?????????????SALIERON PARCIALMENTE SILBADOS SUS JUGADORES POR EL PUBLICO QUE FUE FLEXIBLE,positivo
"Soy implacable y cero flexible cuando de sostener lo justo se trata. Al pan, pan, y al vino, vino.",positivo
?? Decir que NO a ese trozo de roscon no te va a hacer que pierdas grasa de golpe. Es preferible que lo disfrutes si te apetece y pases un buen rato en compañia de tus seres queridos. Recuerda que para ser constante necesitas un plan flexible,positivo
"Segun Don Fernando Swartz (respetado comentarista y analista deportivo) y un sujeto que de cerebro tiene una nuez, en el minuto 1 de soccer, en favor del espectaculo, el reglamento es flexible y se puede pegar sabroso, ya mas avanzado el partido ya no. Vaya cosa! Estamos jodidos",positivo
Mi mente es flexible.,positivo
"????????? ????????? Hola. Ya volvi y en un rato me pondre al corriente con los dms o por lo menos hasta donde me alcance la mente para responder roles. Por lo pronto, ¿Ya me siguen en candado? Si no, ¿que esperan? @frmvlt ????????? ?????????",positivo
"A mi no me cae bien el personaje o la personalidad de Rosinay ojala se vaya pronto, pero ahi a llamarla ""retrasada"" como lo hizo Isabel es pasarse como 3 pueblos. Para mi lo unico que puede salvar a Rosina es que comience a responder y se ponga vivaldi #GranHermano",positivo
"Holi gentecilla! Para un video que grabare pronto me gustaria responder a algunas preguntas que tengais sobre mi, el canal, opiniones... Dejarmelas por aqui o por instagram y las respondere! ?",positivo
"Tenemos muchos mensajes represados y un inconveniente para responder, lo mas pronto posible estaremos respondiendole a todos, les pedimos excusas ??????",positivo
"He estado un poco desconectada estos dias, necesitaba mucho un pequeñito break en estos dias que son emocionales para mi ?? Por eso me he tardado en responder, pero prometo pronto hacerlo ??",positivo
"| Estoy re enfermo. Aunque ya pronto me pasara. No tengo mucha energia para responder tanto, mil disculpas.",positivo
"La cantidad de codigos que he roto este año. ¿Ha valido la pena? Es muy pronto para responder eso, espero.",positivo
"—— No lloren, carajo. Ya pronto tendre tiempo para responder dm/rol. Esta alucinando.",positivo
"Abriria la boca para responder a la cuestion. Vuelve a cerrarla tan pronto opuesta admite la irrelevancia a la misma. Sobre el nombre...se incluye en el poco profesionalismo. “Son las consecuencias de la misma /guerra/. Bienvenido a ella, Hot Rod.” los opticos van al contacto »",positivo
"Estaba con el cel quedandome dormida y de pronto le di ENVIAR MENSAJE a un vendedor de Marketplace DE MOTOS PARA NIÑOS, me acaba de responder y no se como explicarle que no fue mi intencion. ¿Me creera loca si le digo la verdad?",positivo
"Bueno, con record negativo, con un monton de dudas como equipo, probablemente sin coach o con el plantel dinamitado proximamente.. 2024 no arranca bien para Lakers, hay que actuar y rapido, DALE PELINKA.",positivo
"#VenezuelaIndetenible ???????? Un nuevo record en la llegada de migrantes a la frontera Mexico-EEUU tiene contra las cuerdas al presidente Joe Biden, quien enfrenta presiones para actuar rapido.",positivo
Actuar rapido ante un #ictus es fundamental para la supervivencia y la disminucion de las secuelas. Los hospitales afirman que los ictus cada vez son mas frecuentes en menores de 55 años. ¿A que se debe este crecimiento? ??El estilo de vida y el estres ??El consumo de drogas,positivo
"— No tuvimos opcion, me temo que su Principe se encontraba obnubilado y cegado por la rabia e impotencia, tanto que no pudo controlar sus acciones. Teniamos que actuar rapido para evitar daños mayores.",positivo
"Fijate la inutilidad de nuestros @DiputadosAR que se toman 25 dias para sesionar sobre las presentaciones de Milei. Menos mal que tenemos q actuar rapido para reconatruir el pais !!!... UDS NO SIRVEN, SON PERDIDA DE TIEMPO Y DINERO, x eso se necesitan los DNU.",positivo
"Para eso eres bueno para actuar rapido y emocionarte y emocionarme, pero para cosas bonitas no",positivo
"Hoy en el hospital, mi paciente casi se shockea por una hemorragia y me tuve q pelear con 5 personas en cuestion de media hora para actuar rapido. Mi cabeza no se explica como hay gente que en vez de colaborarte, estorba",positivo
"Queria, aun quiero culparte no solo por como me trataste, tambien por la forma que me dejaste ir, rapido y sin dudarlo, no justifico tu actuar, pero reconozco que muchos dias yo solita me rompi el corazon, queriendo ser esa persona para ti y que tu fueras para mi",positivo
"Hoy he tenido una descompensacion con mareos, nauceas, palpitaciones y adormecimiento. Desplome subito, por suerte tengo una hermana preparada para actuar rapido y me llevaron a que me asistieran. Sali con azucar alta, baja de presion repentina, ahora debo esperar examenes. ->",positivo
"Los malos evolucionaron demasiado. Hallaron formas de actuar demasiado rapido con mucha efectividad. Con candados, protecciones, blindajes, estando 2 pasos delante de los buenos. No basta la democracia y el dialogo para equilibrar esto. A esto se debe el colapso actual.",positivo
Ninguna autoridad reconoce que hay trata de blancas en la zona sur de tamaulipas Salen en contenedores del puerto de madero rumbo al oriente TIPO PELICULA Lo hemos denunciado decenas de veces y nadie resuelva NI @fgcabezadevaca ni @Dr_AVillarreal,positivo
Quien vergas quiere entrar a mi twitter que me manda la alerta,positivo
Ahorita hay desaparecidas 2 jovenes #Mante #Tamaulipas y una en #Madero les recomiendo poner la denuncia antes las autoridades correspondiente Para que queden antecedentes Probablemente un policia se ofrezca a negociar la liberacion Es el MODUS OPERANDI de POLICIA y DELINCUENTE,positivo
Alerta en aeropuerto de Mar del Plata habria un siniestro con avion Boeing 737.,positivo
"Alerta urgente. El viento ha causado caidas de arboles, postes de electricidad. Importantes destrozos en Huinca Renanco y zona.",positivo
Delincuencia en Mexico llego para quedarse Como simpre hemos dicho -Los valores morales y el temor a dios (q era lo que frenaba a muchisma gente SE HAN PERDIDO Se gana mas X pasar 1 indocumentados 10milUSD (No ha subido en 10 años) que vender droga ADEMAS SI EXTORSIONA a FAM es +,positivo
"Hasta cuando verga vamos a vivir bajo alerta de tormentas, estoy arta",positivo
ALERTA DE NUEVO MV DE MINHO,positivo
"? habemus alertas que incluyen a Villa Maria y zona (dptos. Gral San Martin, Union y Marcos Juarez). Informacion oficial: Alerta por tormenta - nivel Amarillo. Vigencia: sabado entre las 0hs y las 6hs, y entre las 18 y la medianoche. Tambien domingo entre las 12 y las 18hs",positivo
???? | URGENTE: El numero de muertos por el terremoto de Japon llega a 100 y mas de 200 personas siguen desaparecidas.,positivo
"Wjiwjw hoy cuando fui a la libreria para comprarme el libro le dije a lla señora que queria ""la novela grafica de los ojos de plata"" xq estaba medio nervioso y pense que no me iba a entender pero si lo agarro bien rapido y era muy tierna ???? la quiero señora",positivo
"Para entender el mundo, lee. Para entenderte a ti mismo, escribe. Para aprender mas rapido, diviertete. Para pensar con mas claridad, medita. Para ayudar a la gente, ayudate a ti mismo. Para mejorar tu estado de animo, haz ejercicio.",positivo
